Input.query,Input.id,annotations_list,gui_indexes_list,WorkerId,groupid,cumcount
Genesis + Book + Android,26,"[2, 2, 1, 1, 1, 1, 0, 1, 0, 0, 2, 0, 0, 1, 1]","[32448, 62592, 45340, 43288, 27400, 63039, 22200, 29549, 40933, 22202, 11820, 40924, 3909, 11815, 40929]",A1I579KWWA5IEO,15,1
Genesis + Book + Android,26,"[1, 1, 2, 2, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[32448, 62592, 45340, 43288, 27400, 63039, 22200, 29549, 40933, 22202, 11820, 40924, 3909, 11815, 40929]",AFIK3VBMMX6G6,15,2
Overview over own accounts and the amount of money on them,164,"[2, 2, 0, 2, 2, 0, 2, 2, 0, 1, 2, 0, 1, 0, 0]","[13111, 31133, 8522, 27544, 16817, 55542, 38960, 2180, 10428, 42283, 2184, 55540, 34834, 13353, 5907]",A20I3A6VWC2T5C,35,0
Overview over own accounts and the amount of money on them,164,"[2, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[13111, 31133, 8522, 27544, 16817, 55542, 38960, 2180, 10428, 42283, 2184, 55540, 34834, 13353, 5907]",A39HRVAJ5ISRL7,35,1
Overview over own accounts and the amount of money on them,164,"[2, 2, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[13111, 31133, 8522, 27544, 16817, 55542, 38960, 2180, 10428, 42283, 2184, 55540, 34834, 13353, 5907]",AXXA481XH6FKE,35,2
option screen with user account,155,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[59841, 22528, 19704, 67673, 37088, 34569, 19707, 41916, 38513, 29823, 62828, 49336, 58777, 6139, 49332]",AXXA481XH6FKE,114,0
option screen with user account,155,"[1, 1, 0, 0, 2, 0, 1, 2, 0, 0, 2, 0, 0, 2, 0]","[59841, 22528, 19704, 67673, 37088, 34569, 19707, 41916, 38513, 29823, 62828, 49336, 58777, 6139, 49332]",A1I579KWWA5IEO,114,1
option screen with user account,155,"[2, 0, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 0, 1]","[59841, 22528, 19704, 67673, 37088, 34569, 19707, 41916, 38513, 29823, 62828, 49336, 58777, 6139, 49332]",ARJ7XWSK0Y8FJ,114,2
web brower with list,386,"[2, 2, 1, 2, 1, 2, 0, 2, 2, 0, 1, 0, 0, 0, 0]","[21441, 19602, 16574, 26074, 53717, 64331, 26072, 63902, 41097, 68942, 27596, 36486, 18797, 62985, 24750]",A35AR7EP102IEV,147,0
web brower with list,386,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[21441, 19602, 16574, 26074, 53717, 64331, 26072, 63902, 41097, 68942, 27596, 36486, 18797, 62985, 24750]",AXXA481XH6FKE,147,1
web brower with list,386,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]","[21441, 19602, 16574, 26074, 53717, 64331, 26072, 63902, 41097, 68942, 27596, 36486, 18797, 62985, 24750]",A2ECRNQ3X5LEXD,147,2
Tabs layout preview,219,"[2, 0, 0, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 2, 0]","[36327, 47402, 19988, 36328, 27590, 19987, 3917, 51353, 28701, 28540, 31783, 67999, 35337, 27833, 31047]",A3C2X1L5PVNNLV,50,0
Tabs layout preview,219,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 2, 0, 0, 0, 0]","[36327, 47402, 19988, 36328, 27590, 19987, 3917, 51353, 28701, 28540, 31783, 67999, 35337, 27833, 31047]",A2AKNTBRMYZ95S,50,1
Tabs layout preview,219,"[0, 1, 2, 0, 1, 1, 0, 1, 2, 2, 2, 1, 2, 2, 0]","[36327, 47402, 19988, 36328, 27590, 19987, 3917, 51353, 28701, 28540, 31783, 67999, 35337, 27833, 31047]",A1I579KWWA5IEO,50,2
healthcare pulse app,34,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[62002, 42672, 26814, 43377, 31029, 42671, 35342, 44746, 63983, 57850, 63989, 63637, 63650, 42972, 26815]",A2QZ3E3AEY887V,95,0
healthcare pulse app,34,"[2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[62002, 42672, 26814, 43377, 31029, 42671, 35342, 44746, 63983, 57850, 63989, 63637, 63650, 42972, 26815]",A2XWQY45UB1XQ6,95,1
healthcare pulse app,34,"[2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","[62002, 42672, 26814, 43377, 31029, 42671, 35342, 44746, 63983, 57850, 63989, 63637, 63650, 42972, 26815]",AXXA481XH6FKE,95,2
contact details form,266,"[2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[29981, 64300, 49918, 10286, 64299, 59279, 66696, 71431, 15867, 11921, 54543, 15038, 32351, 39054, 15043]",A2AKNTBRMYZ95S,80,0
contact details form,266,"[1, 1, 2, 0, 1, 1, 1, 2, 0, 1, 0, 0, 2, 1, 0]","[29981, 64300, 49918, 10286, 64299, 59279, 66696, 71431, 15867, 11921, 54543, 15038, 32351, 39054, 15043]",AXXA481XH6FKE,80,1
contact details form,266,"[2, 2, 0, 0, 2, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0]","[29981, 64300, 49918, 10286, 64299, 59279, 66696, 71431, 15867, 11921, 54543, 15038, 32351, 39054, 15043]",A22TLF121MRXT1,80,2
Navigation app with setting location and destination,57,"[1, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[55489, 54497, 52329, 16321, 5772, 43706, 16317, 70060, 65308, 25717, 63928, 65302, 9717, 45434, 1086]",AXXA481XH6FKE,33,0
Navigation app with setting location and destination,57,"[2, 2, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0]","[55489, 54497, 52329, 16321, 5772, 43706, 16317, 70060, 65308, 25717, 63928, 65302, 9717, 45434, 1086]",A22TLF121MRXT1,33,1
Navigation app with setting location and destination,57,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0]","[55489, 54497, 52329, 16321, 5772, 43706, 16317, 70060, 65308, 25717, 63928, 65302, 9717, 45434, 1086]",A1PVNAXKDIW5K6,33,2
trending page,190,"[2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 2, 0, 1, 1]","[13880, 29710, 9161, 38911, 40125, 48240, 62118, 36458, 9154, 37681, 41400, 44708, 37665, 41401, 2131]",AXXA481XH6FKE,142,0
trending page,190,"[1, 2, 1, 1, 2, 0, 1, 2, 1, 2, 2, 1, 2, 2, 1]","[13880, 29710, 9161, 38911, 40125, 48240, 62118, 36458, 9154, 37681, 41400, 44708, 37665, 41401, 2131]",A35AR7EP102IEV,142,1
trending page,190,"[2, 1, 0, 2, 0, 2, 1, 1, 0, 2, 0, 1, 0, 0, 0]","[13880, 29710, 9161, 38911, 40125, 48240, 62118, 36458, 9154, 37681, 41400, 44708, 37665, 41401, 2131]",ARJ7XWSK0Y8FJ,142,2
Sidebar with homepage and other options,384,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1]","[67559, 17819, 18457, 67553, 41355, 45615, 48902, 30463, 55491, 67561, 45735, 58241, 17057, 30944, 18455]",A33LIU53SVI55G,47,0
Sidebar with homepage and other options,384,"[0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 1, 1, 0]","[67559, 17819, 18457, 67553, 41355, 45615, 48902, 30463, 55491, 67561, 45735, 58241, 17057, 30944, 18455]",AXXA481XH6FKE,47,1
Sidebar with homepage and other options,384,"[0, 1, 0, 0, 1, 0, 0, 0, 2, 0, 2, 0, 1, 1, 0]","[67559, 17819, 18457, 67553, 41355, 45615, 48902, 30463, 55491, 67561, 45735, 58241, 17057, 30944, 18455]",AFIK3VBMMX6G6,47,2
Spanish news with figuers and search option,149,"[0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0]","[17475, 4668, 49332, 21947, 4645, 49344, 26078, 11569, 49338, 47655, 4656, 49335, 30071, 11580, 49334]",A15ZDCM9T6FXH3,48,0
Spanish news with figuers and search option,149,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17475, 4668, 49332, 21947, 4645, 49344, 26078, 11569, 49338, 47655, 4656, 49335, 30071, 11580, 49334]",AXXA481XH6FKE,48,1
Spanish news with figuers and search option,149,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17475, 4668, 49332, 21947, 4645, 49344, 26078, 11569, 49338, 47655, 4656, 49335, 30071, 11580, 49334]",AFIK3VBMMX6G6,48,2
side panel with share and settings,192,"[2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 2, 2, 0, 0, 1]","[50471, 16244, 58146, 67254, 16253, 39600, 52733, 16243, 39603, 53871, 23934, 18042, 62857, 16251, 18891]",A2ECRNQ3X5LEXD,130,0
side panel with share and settings,192,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[50471, 16244, 58146, 67254, 16253, 39600, 52733, 16243, 39603, 53871, 23934, 18042, 62857, 16251, 18891]",AXXA481XH6FKE,130,1
side panel with share and settings,192,"[2, 2, 2, 0, 0, 2, 2, 0, 2, 1, 2, 2, 2, 0, 2]","[50471, 16244, 58146, 67254, 16253, 39600, 52733, 16243, 39603, 53871, 23934, 18042, 62857, 16251, 18891]",A35AR7EP102IEV,130,2
Setting screen of a time planer,101,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[65302, 60660, 8239, 70060, 56055, 12415, 49276, 23582, 49534, 4194, 11299, 54257, 65726, 37550, 12616]",A1PVNAXKDIW5K6,45,0
Setting screen of a time planer,101,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[65302, 60660, 8239, 70060, 56055, 12415, 49276, 23582, 49534, 4194, 11299, 54257, 65726, 37550, 12616]",A22TLF121MRXT1,45,1
Setting screen of a time planer,101,"[2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1]","[65302, 60660, 8239, 70060, 56055, 12415, 49276, 23582, 49534, 4194, 11299, 54257, 65726, 37550, 12616]",A35AR7EP102IEV,45,2
Customer support notofication page,122,"[1, 0, 0, 1, 1, 2, 0, 1, 0, 0, 2, 1, 0, 0, 0]","[11090, 70857, 41171, 28822, 39395, 35572, 12072, 48827, 3521, 35290, 47944, 11320, 40882, 16893, 6930]",AFIK3VBMMX6G6,8,0
Customer support notofication page,122,"[0, 1, 0, 2, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]","[11090, 70857, 41171, 28822, 39395, 35572, 12072, 48827, 3521, 35290, 47944, 11320, 40882, 16893, 6930]",AXXA481XH6FKE,8,1
Customer support notofication page,122,"[1, 2, 1, 2, 2, 2, 0, 2, 0, 2, 2, 2, 0, 0, 0]","[11090, 70857, 41171, 28822, 39395, 35572, 12072, 48827, 3521, 35290, 47944, 11320, 40882, 16893, 6930]",A1BG47GSHQ9WSU,8,2
"Application with weekly ad, rewards, account, products and projects that can be add to My List",118,"[2, 2, 0, 2, 2, 0, 1, 2, 2, 0, 0, 0, 2, 2, 2]","[57651, 10476, 23579, 40882, 12316, 16, 6911, 21186, 53541, 6910, 13556, 20783, 8092, 38736, 53547]",A35AR7EP102IEV,5,0
"Application with weekly ad, rewards, account, products and projects that can be add to My List",118,"[2, 2, 2, 0, 2, 0, 2, 2, 0, 1, 2, 0, 0, 2, 0]","[57651, 10476, 23579, 40882, 12316, 16, 6911, 21186, 53541, 6910, 13556, 20783, 8092, 38736, 53547]",AYHIH9NTPYFLY,5,1
"Application with weekly ad, rewards, account, products and projects that can be add to My List",118,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[57651, 10476, 23579, 40882, 12316, 16, 6911, 21186, 53541, 6910, 13556, 20783, 8092, 38736, 53547]",AXXA481XH6FKE,5,2
dictionary page  with words shown,59,"[1, 1, 1, 1, 0, 0, 1, 2, 1, 1, 1, 0, 1, 0, 1]","[61340, 61327, 28511, 61312, 8890, 28481, 71913, 1269, 27413, 60012, 61336, 18467, 71908, 61326, 27410]",AXXA481XH6FKE,87,0
dictionary page  with words shown,59,"[1, 1, 0, 1, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0]","[61340, 61327, 28511, 61312, 8890, 28481, 71913, 1269, 27413, 60012, 61336, 18467, 71908, 61326, 27410]",A2QZ3E3AEY887V,87,1
dictionary page  with words shown,59,"[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[61340, 61327, 28511, 61312, 8890, 28481, 71913, 1269, 27413, 60012, 61336, 18467, 71908, 61326, 27410]",AFIK3VBMMX6G6,87,2
complete your melody,367,"[0, 0, 0, 0, 2, 0, 1, 0, 2, 1, 0, 0, 0, 2, 2]","[20322, 2071, 13799, 50696, 23117, 69703, 50230, 65833, 32262, 854, 23116, 39255, 50697, 32265, 1947]",A15ZDCM9T6FXH3,79,0
complete your melody,367,"[0, 0, 1, 0, 1, 1, 2, 0, 2, 1, 0, 0, 0, 0, 0]","[20322, 2071, 13799, 50696, 23117, 69703, 50230, 65833, 32262, 854, 23116, 39255, 50697, 32265, 1947]",ARJ7XWSK0Y8FJ,79,1
complete your melody,367,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]","[20322, 2071, 13799, 50696, 23117, 69703, 50230, 65833, 32262, 854, 23116, 39255, 50697, 32265, 1947]",AXXA481XH6FKE,79,2
the latest updates of football matches,93,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[63812, 19621, 33805, 3223, 8297, 8192, 57926, 6581, 20858, 56081, 39006, 199, 800, 644, 1054]",AXXA481XH6FKE,139,0
the latest updates of football matches,93,"[0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[63812, 19621, 33805, 3223, 8297, 8192, 57926, 6581, 20858, 56081, 39006, 199, 800, 644, 1054]",ARJ7XWSK0Y8FJ,139,1
the latest updates of football matches,93,"[0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[63812, 19621, 33805, 3223, 8297, 8192, 57926, 6581, 20858, 56081, 39006, 199, 800, 644, 1054]",A20I3A6VWC2T5C,139,2
2D model of solunar clock,238,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[10126, 69797, 67529, 38688, 23601, 47241, 33457, 3294, 68730, 17913, 54647, 47242, 47254, 18248, 40998]",A2AKNTBRMYZ95S,0,0
2D model of solunar clock,238,"[2, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 2, 1, 0]","[10126, 69797, 67529, 38688, 23601, 47241, 33457, 3294, 68730, 17913, 54647, 47242, 47254, 18248, 40998]",ARJ7XWSK0Y8FJ,0,1
2D model of solunar clock,238,"[1, 0, 2, 2, 1, 2, 2, 0, 0, 1, 0, 2, 2, 0, 0]","[10126, 69797, 67529, 38688, 23601, 47241, 33457, 3294, 68730, 17913, 54647, 47242, 47254, 18248, 40998]",A1I579KWWA5IEO,0,2
arabican news overview with articles,177,"[0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[25989, 22381, 10777, 10809, 36610, 8214, 9553, 36594, 44256, 34318, 36559, 12033, 10803, 26779, 48736]",A33LIU53SVI55G,68,0
arabican news overview with articles,177,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[25989, 22381, 10777, 10809, 36610, 8214, 9553, 36594, 44256, 34318, 36559, 12033, 10803, 26779, 48736]",AFIK3VBMMX6G6,68,1
arabican news overview with articles,177,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[25989, 22381, 10777, 10809, 36610, 8214, 9553, 36594, 44256, 34318, 36559, 12033, 10803, 26779, 48736]",ARJ7XWSK0Y8FJ,68,2
Timer with play button,289,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0]","[56799, 3535, 37256, 2026, 33779, 42781, 70185, 9515, 63601, 2020, 37083, 63599, 53233, 8401, 12865]",AXXA481XH6FKE,52,0
Timer with play button,289,"[2, 2, 1, 0, 2, 0, 0, 2, 0, 0, 1, 0, 2, 2, 0]","[56799, 3535, 37256, 2026, 33779, 42781, 70185, 9515, 63601, 2020, 37083, 63599, 53233, 8401, 12865]",A1E235KE3CSO7H,52,1
Timer with play button,289,"[0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 2, 2, 0]","[56799, 3535, 37256, 2026, 33779, 42781, 70185, 9515, 63601, 2020, 37083, 63599, 53233, 8401, 12865]",A22TLF121MRXT1,52,2
short tutorial and instructions for a game with option to go back to previous menu,144,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[71260, 26853, 5941, 30408, 20422, 57146, 72175, 26854, 58017, 57149, 12228, 50994, 51477, 71256, 28029]",AXXA481XH6FKE,128,0
short tutorial and instructions for a game with option to go back to previous menu,144,"[0, 1, 0, 0, 0, 2, 2, 1, 0, 0, 0, 1, 0, 0, 1]","[71260, 26853, 5941, 30408, 20422, 57146, 72175, 26854, 58017, 57149, 12228, 50994, 51477, 71256, 28029]",ARJ7XWSK0Y8FJ,128,1
short tutorial and instructions for a game with option to go back to previous menu,144,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 1]","[71260, 26853, 5941, 30408, 20422, 57146, 72175, 26854, 58017, 57149, 12228, 50994, 51477, 71256, 28029]",AYHIH9NTPYFLY,128,2
calculator,352,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1]","[13616, 14230, 16989, 18385, 60470, 13613, 13615, 16991, 39794, 61055, 38846, 18386, 45827, 16987, 24333]",AXXA481XH6FKE,74,0
calculator,352,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1]","[13616, 14230, 16989, 18385, 60470, 13613, 13615, 16991, 39794, 61055, 38846, 18386, 45827, 16987, 24333]",A2AKNTBRMYZ95S,74,1
calculator,352,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 2, 0, 0, 0]","[13616, 14230, 16989, 18385, 60470, 13613, 13615, 16991, 39794, 61055, 38846, 18386, 45827, 16987, 24333]",ARJ7XWSK0Y8FJ,74,2
starting screen of Amino,449,"[2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0]","[41426, 22514, 59942, 30211, 70178, 119, 48506, 70191, 10274, 44996, 2018, 10648, 30214, 70181, 52920]",A22TLF121MRXT1,134,0
starting screen of Amino,449,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[41426, 22514, 59942, 30211, 70178, 119, 48506, 70191, 10274, 44996, 2018, 10648, 30214, 70181, 52920]",AFIK3VBMMX6G6,134,1
starting screen of Amino,449,"[2, 2, 2, 1, 0, 0, 2, 0, 2, 1, 0, 2, 1, 1, 1]","[41426, 22514, 59942, 30211, 70178, 119, 48506, 70191, 10274, 44996, 2018, 10648, 30214, 70181, 52920]",A35AR7EP102IEV,134,2
learning and play piano online,272,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 2, 1, 1, 1, 1]","[5368, 28365, 35826, 66742, 35469, 54361, 50056, 58940, 11744, 69231, 21021, 39480, 27261, 32130, 39479]",A1I579KWWA5IEO,98,0
learning and play piano online,272,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5368, 28365, 35826, 66742, 35469, 54361, 50056, 58940, 11744, 69231, 21021, 39480, 27261, 32130, 39479]",AXXA481XH6FKE,98,1
learning and play piano online,272,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5368, 28365, 35826, 66742, 35469, 54361, 50056, 58940, 11744, 69231, 21021, 39480, 27261, 32130, 39479]",AYHIH9NTPYFLY,98,2
weather notification with toggle button,363,"[0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]","[63599, 54841, 54834, 18590, 57963, 21247, 6640, 32, 65447, 61236, 13490, 51276, 70185, 9540, 35]",ARJ7XWSK0Y8FJ,146,0
weather notification with toggle button,363,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[63599, 54841, 54834, 18590, 57963, 21247, 6640, 32, 65447, 61236, 13490, 51276, 70185, 9540, 35]",A22TLF121MRXT1,146,1
weather notification with toggle button,363,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[63599, 54841, 54834, 18590, 57963, 21247, 6640, 32, 65447, 61236, 13490, 51276, 70185, 9540, 35]",AYHIH9NTPYFLY,146,2
settings and options in a Gym App,222,"[1, 2, 2, 2, 1, 0, 2, 2, 1, 1, 1, 0, 1, 2, 0]","[45962, 1010, 32998, 33132, 18467, 32997, 8252, 29160, 2601, 55121, 2610, 66489, 30328, 12166, 18535]",A1PVNAXKDIW5K6,125,0
settings and options in a Gym App,222,"[0, 1, 0, 2, 1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0]","[45962, 1010, 32998, 33132, 18467, 32997, 8252, 29160, 2601, 55121, 2610, 66489, 30328, 12166, 18535]",AXXA481XH6FKE,125,1
settings and options in a Gym App,222,"[0, 2, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0]","[45962, 1010, 32998, 33132, 18467, 32997, 8252, 29160, 2601, 55121, 2610, 66489, 30328, 12166, 18535]",A22TLF121MRXT1,125,2
Buy atlanta falcons jersey,79,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]","[40660, 21302, 32411, 17404, 43110, 19720, 17828, 36628, 54931, 43251, 23361, 66199, 7590, 59069, 49463]",AXXA481XH6FKE,6,0
Buy atlanta falcons jersey,79,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]","[40660, 21302, 32411, 17404, 43110, 19720, 17828, 36628, 54931, 43251, 23361, 66199, 7590, 59069, 49463]",A2QZ3E3AEY887V,6,1
Buy atlanta falcons jersey,79,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0]","[40660, 21302, 32411, 17404, 43110, 19720, 17828, 36628, 54931, 43251, 23361, 66199, 7590, 59069, 49463]",A3C2X1L5PVNNLV,6,2
Web ad for an children learning app,264,"[2, 0, 0, 1, 2, 2, 0, 1, 0, 2, 0, 0, 2, 0, 1]","[56662, 13654, 35469, 47748, 48783, 54361, 21573, 58940, 1187, 60473, 7280, 11744, 51719, 68265, 39480]",A2AKNTBRMYZ95S,60,0
Web ad for an children learning app,264,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]","[56662, 13654, 35469, 47748, 48783, 54361, 21573, 58940, 1187, 60473, 7280, 11744, 51719, 68265, 39480]",AXXA481XH6FKE,60,1
Web ad for an children learning app,264,"[0, 0, 0, 1, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0]","[56662, 13654, 35469, 47748, 48783, 54361, 21573, 58940, 1187, 60473, 7280, 11744, 51719, 68265, 39480]",AFIK3VBMMX6G6,60,2
my playlist,369,"[1, 0, 0, 1, 2, 1, 2, 1, 1, 1, 0, 0, 0, 1, 0]","[17621, 3905, 494, 9981, 2112, 50228, 55665, 2113, 504, 26477, 3896, 50233, 17623, 61926, 13389]",AXXA481XH6FKE,106,0
my playlist,369,"[2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1]","[17621, 3905, 494, 9981, 2112, 50228, 55665, 2113, 504, 26477, 3896, 50233, 17623, 61926, 13389]",A35AR7EP102IEV,106,1
my playlist,369,"[2, 0, 1, 2, 2, 1, 2, 2, 2, 2, 0, 1, 1, 2, 2]","[17621, 3905, 494, 9981, 2112, 50228, 55665, 2113, 504, 26477, 3896, 50233, 17623, 61926, 13389]",AYHIH9NTPYFLY,106,2
show map,92,"[0, 2, 1, 2, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2]","[41480, 51331, 24475, 881, 53159, 2754, 13259, 1756, 49502, 63529, 53389, 13160, 61043, 54541, 48325]",A3C2X1L5PVNNLV,129,0
show map,92,"[0, 2, 1, 2, 0, 1, 2, 2, 1, 1, 2, 2, 2, 0, 2]","[41480, 51331, 24475, 881, 53159, 2754, 13259, 1756, 49502, 63529, 53389, 13160, 61043, 54541, 48325]",AXXA481XH6FKE,129,1
show map,92,"[0, 2, 1, 2, 0, 1, 2, 2, 1, 0, 2, 2, 2, 0, 2]","[41480, 51331, 24475, 881, 53159, 2754, 13259, 1756, 49502, 63529, 53389, 13160, 61043, 54541, 48325]",AYHIH9NTPYFLY,129,2
snapchat startup interface with login and sign up options,351,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20517, 10624, 33411, 7293, 68460, 17834, 62001, 39920, 61301, 315, 39909, 34308, 63045, 39919, 34307]",AXXA481XH6FKE,131,0
snapchat startup interface with login and sign up options,351,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20517, 10624, 33411, 7293, 68460, 17834, 62001, 39920, 61301, 315, 39909, 34308, 63045, 39919, 34307]",A22TLF121MRXT1,131,1
snapchat startup interface with login and sign up options,351,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20517, 10624, 33411, 7293, 68460, 17834, 62001, 39920, 61301, 315, 39909, 34308, 63045, 39919, 34307]",A2ECRNQ3X5LEXD,131,2
accounting software with excel file output format,274,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]","[58371, 24766, 46842, 23612, 20535, 39446, 50648, 3366, 54738, 31033, 67898, 55963, 2067, 24767, 38564]",AYHIH9NTPYFLY,64,0
accounting software with excel file output format,274,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[58371, 24766, 46842, 23612, 20535, 39446, 50648, 3366, 54738, 31033, 67898, 55963, 2067, 24767, 38564]",AXXA481XH6FKE,64,1
accounting software with excel file output format,274,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[58371, 24766, 46842, 23612, 20535, 39446, 50648, 3366, 54738, 31033, 67898, 55963, 2067, 24767, 38564]",A15ZDCM9T6FXH3,64,2
Startup screen with login & sign up options and a logo,204,"[2, 2, 0, 1, 1, 0, 2, 2, 2, 2, 2, 1, 0, 0, 1]","[20517, 9921, 33411, 41917, 29509, 22111, 17834, 58936, 38933, 45525, 10624, 61301, 64136, 20233, 21042]",AFIK3VBMMX6G6,49,0
Startup screen with login & sign up options and a logo,204,"[2, 2, 0, 2, 2, 2, 2, 1, 2, 2, 2, 2, 0, 2, 2]","[20517, 9921, 33411, 41917, 29509, 22111, 17834, 58936, 38933, 45525, 10624, 61301, 64136, 20233, 21042]",A33LIU53SVI55G,49,1
Startup screen with login & sign up options and a logo,204,"[1, 2, 0, 1, 2, 0, 2, 2, 1, 1, 2, 2, 0, 0, 1]","[20517, 9921, 33411, 41917, 29509, 22111, 17834, 58936, 38933, 45525, 10624, 61301, 64136, 20233, 21042]",AXXA481XH6FKE,49,2
