Input.id,Input.query,annotations_list,gui_indexes_list,relevance,occurances
93,the latest updates of football matches,"[(2, 1, 0), (2, 1, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (2, 1, 0), (1, 0, 0), (1, 1, 0), (0, 0, 0), (2, 0, 0), (2, 1, 2), (0, 0, 0), (2, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 2), (1, 1, 1), (1, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[35010, 53555, 630, 43109, 13984, 40792, 2589, 13752, 6661, 17810, 43108, 69382, 56084, 183, 65346, 63812, 19621, 33805, 3223, 8297, 8192, 57926, 6581, 20858, 56081, 39006, 199, 800, 644, 1054]","[3, 3, 0, 0, 0, 3, 0, 1, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[[1, 1, 1], [1, 1, 1], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [1, 2, 0], [3, 0, 0], [2, 0, 1], [0, 1, 2], [3, 0, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [0, 3, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
101,Setting screen of a time planer,"[(0, 2, 1), (1, 1, 0), (1, 1, 0), (0, 1, 0), (2, 1, 0), (0, 1, 0), (0, 1, 0), (0, 1, 0), (2, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (1, 0, 2), (1, 0, 1), (1, 0, 1), (0, 0, 2), (2, 2, 2), (0, 0, 1), (0, 0, 1), (0, 0, 2), (0, 0, 1), (0, 0, 2), (0, 0, 2), (0, 0, 1), (0, 0, 1), (0, 0, 1), (0, 0, 1)]","[48465, 27956, 68160, 43706, 27957, 36177, 65308, 65804, 52329, 54057, 49273, 39131, 15362, 28512, 1086, 65302, 60660, 8239, 70060, 56055, 12415, 49276, 23582, 49534, 4194, 11299, 54257, 65726, 37550, 12616]","[3, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[1, 1, 1], [1, 2, 0], [1, 2, 0], [2, 1, 0], [1, 1, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [1, 1, 1], [1, 2, 0], [1, 2, 0], [2, 0, 1], [0, 0, 3], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0]]"
103,timetable with title and place,"[(2, 2, 2), (0, 1, 0), (1, 1, 1), (1, 2, 1), (0, 1, 0), (1, 1, 1), (1, 1, 0), (1, 2, 1), (1, 2, 1), (1, 1, 2), (0, 1, 0), (1, 2, 1), (1, 1, 1), (1, 1, 0), (0, 2, 0), (1, 1, 2), (1, 1, 2), (1, 2, 0), (0, 1, 2), (1, 1, 1), (0, 0, 0), (0, 1, 1), (0, 0, 2), (0, 2, 2), (1, 1, 2), (0, 0, 1), (0, 0, 2), (1, 1, 2), (0, 1, 1), (0, 0, 2)]","[63425, 63431, 63421, 63423, 4852, 63420, 63417, 63427, 63422, 26061, 32523, 49645, 63523, 4848, 30809, 63515, 63519, 32524, 36133, 32522, 43558, 3715, 4846, 10610, 63516, 8574, 28150, 35268, 35331, 28124]","[2, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 3, 3, 1, 0, 1, 0, 2, 1, 0, 0, 1, 1, 0]","[[0, 0, 3], [2, 1, 0], [0, 3, 0], [0, 2, 1], [2, 1, 0], [0, 3, 0], [1, 2, 0], [0, 2, 1], [0, 2, 1], [0, 2, 1], [2, 1, 0], [0, 2, 1], [0, 3, 0], [1, 2, 0], [2, 0, 1], [0, 2, 1], [0, 2, 1], [1, 1, 1], [1, 1, 1], [0, 3, 0], [3, 0, 0], [1, 2, 0], [2, 0, 1], [1, 0, 2], [0, 2, 1], [2, 1, 0], [2, 0, 1], [0, 2, 1], [1, 2, 0], [2, 0, 1]]"
108,books,"[(2, 2, 2), (1, 2, 2), (2, 1, 2), (2, 1, 2), (2, 1, 2), (2, 1, 2), (2, 2, 2), (0, 1, 1), (1, 1, 2), (2, 2, 2), (1, 2, 2), (1, 0, 2), (2, 2, 2), (1, 2, 2), (1, 0, 2), (2, 2, 2), (1, 2, 2), (2, 2, 2), (2, 2, 2), (1, 2, 2), (0, 0, 2), (0, 0, 1), (0, 0, 1), (0, 0, 1), (1, 2, 1), (2, 0, 2), (1, 2, 1), (0, 0, 0), (0, 0, 1), (1, 2, 2)]","[14877, 45340, 24714, 22216, 24712, 25345, 40924, 52517, 25347, 24453, 45335, 25700, 40927, 45333, 20355, 40933, 3938, 22204, 40929, 3936, 9988, 7228, 49720, 25346, 34198, 14601, 45365, 71468, 49723, 40590]","[2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 0, 0, 0, 0, 1, 2, 1, 0, 0, 2]","[[0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [0, 0, 3], [1, 2, 0], [0, 2, 1], [0, 0, 3], [0, 1, 2], [1, 1, 1], [0, 0, 3], [0, 1, 2], [1, 1, 1], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 1, 2], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [0, 2, 1], [1, 0, 2], [0, 2, 1], [3, 0, 0], [2, 1, 0], [0, 1, 2]]"
109,sports news overview,"[(2, 1, 2), (0, 1, 0), (0, 1, 0), (1, 2, 0), (0, 1, 0), (0, 1, 1), (0, 1, 1), (0, 0, 2), (0, 0, 1), (0, 0, 1), (2, 0, 2), (0, 0, 1), (0, 0, 1), (0, 0, 0), (0, 0, 1), (0, 2, 0), (0, 1, 0), (0, 2, 0), (0, 2, 0), (0, 1, 0), (0, 1, 0), (0, 2, 0), (0, 1, 0), (0, 2, 0), (0, 1, 0), (2, 2, 2), (0, 1, 0), (0, 1, 0), (1, 0, 2), (0, 2, 0)]","[21660, 19082, 8522, 27544, 8775, 55542, 55540, 52744, 10428, 25989, 52735, 5907, 44253, 25066, 57889, 48754, 48736, 44256, 55539, 33717, 57896, 9553, 10803, 6798, 55534, 20718, 44257, 21900, 5174, 46169]","[2, 0, 0, 3, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0]","[[0, 1, 2], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 1, 0], [1, 2, 0], [1, 2, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [1, 0, 2], [2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [0, 0, 3], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 0, 1]]"
116,weight loss foods blog,"[(2, 2, 2), (1, 2, 1), (0, 0, 0), (1, 2, 1), (0, 2, 0), (0, 0, 0), (1, 1, 1), (0, 1, 0), (1, 0, 1), (0, 1, 0), (1, 1, 0), (1, 0, 1), (0, 0, 0), (2, 2, 0), (1, 1, 1), (0, 0, 2), (1, 0, 1), (2, 0, 2), (0, 1, 2), (2, 0, 1), (1, 0, 1), (2, 0, 2), (2, 0, 1), (1, 0, 1), (0, 0, 0), (2, 1, 1), (0, 1, 0), (1, 1, 1), (2, 1, 2), (0, 0, 1)]","[68510, 3414, 8365, 3415, 6048, 8346, 44868, 6041, 23128, 8363, 132, 23141, 31693, 40229, 23129, 216, 68508, 52137, 8339, 50341, 51764, 60614, 112, 59311, 41578, 41577, 23131, 41583, 135, 35127]","[2, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 2, 1, 0, 1, 2, 3, 3, 1, 2, 3, 1, 0, 1, 0, 1, 2, 0]","[[0, 0, 3], [0, 2, 1], [3, 0, 0], [0, 2, 1], [2, 0, 1], [3, 0, 0], [0, 3, 0], [2, 1, 0], [1, 2, 0], [2, 1, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [1, 0, 2], [0, 3, 0], [2, 0, 1], [1, 2, 0], [1, 0, 2], [1, 1, 1], [1, 1, 1], [1, 2, 0], [1, 0, 2], [1, 1, 1], [1, 2, 0], [3, 0, 0], [0, 2, 1], [2, 1, 0], [0, 3, 0], [0, 1, 2], [2, 1, 0]]"
117,Media with no search results,"[(2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 2, 1), (0, 1, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (2, 0, 1), (0, 1, 0), (0, 0, 0), (1, 1, 0), (2, 1, 2), (1, 0, 0), (0, 2, 0), (0, 1, 0), (1, 1, 0), (0, 2, 0), (0, 1, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[32286, 42462, 42434, 14771, 42466, 42455, 61555, 65192, 42463, 14778, 42450, 42453, 14775, 26744, 42451, 14777, 46601, 42442, 15336, 14769, 28539, 42447, 42458, 20890, 13816, 33825, 28546, 71742, 67287, 44443]","[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 2, 1], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [1, 2, 0], [0, 1, 2], [2, 1, 0], [2, 0, 1], [2, 1, 0], [1, 2, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
118,"Application with weekly ad, rewards, account, products and projects that can be add to My List","[(1, 2, 2), (0, 0, 0), (0, 0, 2), (1, 0, 2), (1, 1, 2), (0, 0, 2), (0, 1, 1), (1, 1, 2), (0, 0, 2), (0, 1, 2), (0, 0, 1), (0, 1, 1), (0, 0, 1), (0, 1, 1), (1, 0, 1), (2, 2, 1), (2, 2, 1), (0, 2, 0), (2, 0, 0), (2, 2, 1), (0, 0, 0), (1, 2, 0), (2, 2, 1), (2, 0, 0), (0, 1, 0), (0, 2, 0), (0, 0, 1), (2, 0, 0), (2, 2, 1), (2, 0, 0)]","[57640, 51849, 15888, 23206, 55466, 46794, 23212, 33170, 46814, 48018, 12318, 46799, 16825, 45736, 62141, 57651, 10476, 23579, 40882, 12316, 16, 6911, 21186, 53541, 6910, 13556, 20783, 8092, 38736, 53547]","[2, 0, 0, 3, 1, 0, 1, 1, 0, 3, 0, 1, 0, 1, 1, 2, 2, 0, 0, 2, 0, 3, 2, 0, 0, 0, 0, 0, 2, 0]","[[0, 1, 2], [3, 0, 0], [2, 0, 1], [1, 1, 1], [0, 2, 1], [2, 0, 1], [1, 2, 0], [0, 2, 1], [2, 0, 1], [1, 1, 1], [2, 1, 0], [1, 2, 0], [2, 1, 0], [1, 2, 0], [1, 2, 0], [0, 1, 2], [0, 1, 2], [2, 0, 1], [2, 0, 1], [0, 1, 2], [3, 0, 0], [1, 1, 1], [0, 1, 2], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [0, 1, 2], [2, 0, 1]]"
119,music score chart with audio,"[(0, 0, 1), (2, 2, 0), (2, 2, 0), (2, 1, 1), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 1, 1), (0, 2, 0), (2, 1, 0), (2, 0, 0), (0, 2, 0), (2, 1, 0), (2, 0, 0), (0, 2, 0), (0, 2, 2), (0, 0, 2), (0, 1, 1), (2, 0, 2), (2, 0, 2), (2, 0, 2), (2, 1, 1), (0, 2, 2), (2, 1, 2), (0, 0, 1), (0, 1, 1), (0, 2, 2), (1, 0, 1), (2, 0, 1), (0, 1, 2)]","[2153, 22181, 22182, 5368, 4512, 48086, 39043, 4524, 21406, 70553, 8147, 28036, 66227, 8149, 21412, 31085, 30010, 27088, 70544, 64416, 66226, 22335, 59384, 66229, 4599, 45385, 27089, 70548, 39494, 62596]","[0, 2, 2, 1, 0, 0, 0, 1, 0, 3, 0, 0, 3, 0, 0, 2, 0, 1, 2, 2, 2, 1, 2, 2, 0, 1, 2, 1, 3, 3]","[[2, 1, 0], [1, 0, 2], [1, 0, 2], [0, 2, 1], [2, 0, 1], [3, 0, 0], [3, 0, 0], [1, 2, 0], [2, 0, 1], [1, 1, 1], [2, 0, 1], [2, 0, 1], [1, 1, 1], [2, 0, 1], [2, 0, 1], [1, 0, 2], [2, 0, 1], [1, 2, 0], [1, 0, 2], [1, 0, 2], [1, 0, 2], [0, 2, 1], [1, 0, 2], [0, 1, 2], [2, 1, 0], [1, 2, 0], [1, 0, 2], [1, 2, 0], [1, 1, 1], [1, 1, 1]]"
122,Customer support notofication page,"[(0, 1, 0), (0, 2, 0), (0, 1, 1), (1, 1, 1), (2, 0, 0), (2, 0, 1), (1, 2, 0), (2, 0, 1), (0, 0, 1), (1, 0, 0), (2, 0, 2), (2, 0, 2), (1, 0, 1), (2, 2, 1), (1, 0, 0), (1, 0, 1), (0, 1, 2), (0, 0, 1), (1, 2, 2), (1, 0, 2), (2, 0, 2), (0, 0, 0), (1, 1, 2), (0, 0, 0), (0, 1, 2), (2, 2, 2), (1, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[3232, 69330, 40885, 11092, 2779, 26475, 5122, 17569, 6942, 47843, 48828, 35568, 23501, 13320, 66160, 11090, 70857, 41171, 28822, 39395, 35572, 12072, 48827, 3521, 35290, 47944, 11320, 40882, 16893, 6930]","[0, 0, 1, 1, 0, 3, 3, 3, 0, 0, 2, 2, 1, 2, 0, 1, 3, 0, 2, 3, 2, 0, 1, 0, 3, 2, 3, 0, 0, 0]","[[2, 1, 0], [2, 0, 1], [1, 2, 0], [0, 3, 0], [2, 0, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [2, 1, 0], [2, 1, 0], [1, 0, 2], [1, 0, 2], [1, 2, 0], [0, 1, 2], [2, 1, 0], [1, 2, 0], [1, 1, 1], [2, 1, 0], [0, 1, 2], [1, 1, 1], [1, 0, 2], [3, 0, 0], [0, 2, 1], [3, 0, 0], [1, 1, 1], [0, 0, 3], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
123,Tutorial for dog training,"[(1, 2, 2), (1, 2, 1), (0, 0, 1), (1, 2, 1), (0, 1, 0), (0, 0, 0), (2, 2, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (1, 2, 1), (0, 1, 0), (0, 2, 0), (1, 2, 0), (0, 1, 0), (0, 1, 0), (1, 2, 0), (0, 1, 0), (0, 2, 0), (0, 1, 0), (0, 2, 0), (0, 2, 0), (0, 1, 0), (0, 0, 0)]","[46851, 46848, 1829, 68292, 3836, 3716, 35540, 3826, 3712, 47382, 3838, 5948, 57909, 3828, 5941, 40308, 63805, 5937, 19699, 68298, 58017, 58005, 68291, 17235, 2743, 47774, 57146, 13072, 47777, 48312]","[2, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[[0, 1, 2], [0, 2, 1], [2, 1, 0], [0, 2, 1], [2, 1, 0], [3, 0, 0], [0, 1, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [0, 2, 1], [2, 1, 0], [2, 0, 1], [1, 1, 1], [2, 1, 0], [2, 1, 0], [1, 1, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [3, 0, 0]]"
125,Months of a year from January to November with a radio button to choose,"[(2, 1, 2), (0, 1, 1), (0, 0, 0), (0, 1, 1), (0, 1, 1), (0, 0, 0), (1, 1, 2), (0, 2, 1), (0, 0, 0), (1, 1, 2), (0, 0, 0), (0, 0, 0), (1, 1, 2), (0, 1, 1), (0, 0, 0), (1, 2, 2), (0, 0, 0), (0, 0, 0), (1, 1, 2), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (1, 1, 0), (0, 0, 0), (0, 0, 0)]","[15298, 28181, 9559, 68559, 58891, 59581, 56733, 54, 71521, 57327, 42782, 42781, 22588, 18499, 25408, 48591, 11977, 60445, 64533, 15356, 51056, 11640, 57993, 70036, 11642, 49022, 12409, 56729, 60976, 43422]","[2, 1, 0, 1, 1, 0, 1, 3, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[[0, 1, 2], [1, 2, 0], [3, 0, 0], [1, 2, 0], [1, 2, 0], [3, 0, 0], [0, 2, 1], [1, 1, 1], [3, 0, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [0, 2, 1], [1, 2, 0], [3, 0, 0], [0, 1, 2], [3, 0, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0]]"
126,android news website,"[(2, 2, 2), (0, 0, 0), (1, 2, 2), (0, 0, 0), (1, 1, 1), (1, 0, 2), (0, 0, 1), (1, 1, 1), (1, 0, 2), (0, 0, 0), (0, 1, 0), (1, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 1, 1), (0, 1, 1), (1, 0, 0), (1, 1, 0), (0, 0, 0), (2, 2, 1), (0, 1, 0), (0, 0, 2), (0, 0, 0), (0, 1, 2), (0, 0, 2), (0, 0, 1), (1, 0, 0)]","[13860, 52188, 16515, 69658, 1570, 54133, 43061, 16512, 5456, 14880, 16516, 33440, 14879, 15497, 71379, 25465, 71434, 68818, 14878, 42541, 1565, 45838, 16508, 33438, 44568, 11492, 33441, 25433, 26970, 1575]","[2, 0, 2, 0, 1, 3, 0, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 2, 0, 0, 0, 3, 0, 0, 0]","[[0, 0, 3], [3, 0, 0], [0, 1, 2], [3, 0, 0], [0, 3, 0], [1, 1, 1], [2, 1, 0], [0, 3, 0], [1, 1, 1], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [1, 2, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [0, 1, 2], [2, 1, 0], [2, 0, 1], [3, 0, 0], [1, 1, 1], [2, 0, 1], [2, 1, 0], [2, 1, 0]]"
128,create customized emoji,"[(2, 2, 2), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (2, 1, 1), (0, 0, 0), (0, 0, 0), (2, 1, 1), (0, 0, 0), (0, 0, 0), (2, 1, 1), (2, 0, 0), (0, 0, 0), (2, 1, 0), (0, 1, 2), (0, 1, 1), (0, 2, 1), (0, 0, 2), (0, 1, 1), (1, 2, 2), (0, 2, 1), (0, 1, 1), (0, 2, 2), (0, 1, 1), (0, 1, 1), (1, 2, 2), (0, 1, 1), (0, 0, 1), (1, 2, 2)]","[283, 54287, 71078, 19912, 23208, 63011, 19908, 6648, 45702, 19913, 68703, 62124, 22428, 68698, 10693, 31028, 6647, 68796, 34545, 15851, 70055, 31021, 32728, 35910, 1041, 15833, 70066, 57129, 66387, 3423]","[2, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 3, 3, 1, 3, 0, 1, 2, 3, 1, 2, 1, 1, 2, 1, 0, 2]","[[0, 0, 3], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [0, 2, 1], [2, 0, 1], [3, 0, 0], [1, 1, 1], [1, 1, 1], [1, 2, 0], [1, 1, 1], [2, 0, 1], [1, 2, 0], [0, 1, 2], [1, 1, 1], [1, 2, 0], [1, 0, 2], [1, 2, 0], [1, 2, 0], [0, 1, 2], [1, 2, 0], [2, 1, 0], [0, 1, 2]]"
133,Login with radio button with calendar,"[(2, 2, 2), (1, 0, 1), (0, 0, 0), (0, 1, 1), (0, 0, 0), (0, 0, 2), (0, 0, 1), (0, 0, 0), (2, 1, 2), (0, 2, 1), (0, 2, 0), (2, 0, 2), (1, 0, 0), (0, 0, 1), (2, 1, 2), (0, 1, 0), (1, 0, 0), (1, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (1, 1, 0), (1, 0, 0), (1, 0, 0), (0, 1, 0), (0, 0, 0), (2, 0, 0)]","[22878, 59581, 9559, 47741, 59561, 71521, 71940, 59570, 65193, 5593, 65348, 33572, 13921, 28353, 35133, 22542, 59568, 35129, 29481, 71519, 35128, 9149, 71512, 35130, 33336, 64081, 44316, 54640, 71515, 47788]","[2, 1, 0, 1, 0, 0, 0, 0, 2, 3, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[[0, 0, 3], [1, 2, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [0, 1, 2], [1, 1, 1], [2, 0, 1], [1, 0, 2], [2, 1, 0], [2, 1, 0], [0, 1, 2], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [2, 0, 1]]"
136,A guy picture on a social network,"[(2, 2, 2), (2, 0, 2), (0, 0, 0), (0, 0, 1), (0, 0, 1), (0, 0, 1), (0, 0, 1), (0, 0, 0), (1, 1, 2), (0, 0, 1), (0, 0, 2), (1, 0, 0), (0, 0, 1), (0, 0, 1), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[46313, 18442, 31184, 16391, 18443, 31183, 34410, 18432, 69105, 46286, 34414, 44847, 17848, 51001, 618, 26880, 3161, 5873, 25133, 18439, 38591, 28831, 31853, 3328, 7632, 10592, 22820, 34603, 34614, 22816]","[2, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [1, 0, 2], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [0, 2, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
141,a screen with information about particular app,"[(0, 2, 1), (2, 1, 2), (0, 1, 2), (2, 2, 2), (0, 2, 1), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 1, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 2, 0), (2, 2, 2), (1, 2, 2), (0, 0, 2), (2, 2, 2), (1, 2, 2), (0, 0, 1), (0, 0, 0), (1, 2, 2), (2, 1, 2), (2, 0, 1), (0, 0, 1), (0, 0, 0), (0, 0, 0), (2, 2, 1), (2, 2, 2), (0, 0, 0)]","[3951, 5674, 6022, 32143, 51111, 66979, 61110, 3013, 41333, 40525, 10622, 29729, 8653, 31797, 67334, 57846, 71653, 29727, 43988, 41306, 18821, 25421, 56795, 47400, 62563, 59483, 7601, 25035, 40420, 45674]","[3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 0, 0, 2, 2, 3, 0, 0, 0, 2, 2, 0]","[[1, 1, 1], [0, 1, 2], [1, 1, 1], [0, 0, 3], [1, 1, 1], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [2, 0, 1], [0, 0, 3], [0, 1, 2], [2, 0, 1], [0, 0, 3], [0, 1, 2], [2, 1, 0], [3, 0, 0], [0, 1, 2], [0, 1, 2], [1, 1, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [0, 1, 2], [0, 0, 3], [3, 0, 0]]"
143,Find friends,"[(1, 2, 2), (1, 1, 1), (1, 2, 2), (2, 2, 2), (1, 0, 2), (1, 2, 2), (2, 2, 2), (2, 2, 2), (1, 2, 2), (1, 2, 2), (1, 1, 2), (1, 1, 2), (1, 1, 2), (1, 1, 2), (2, 2, 2), (0, 2, 2), (1, 1, 0), (0, 1, 2), (0, 2, 1), (2, 2, 2), (0, 2, 0), (1, 2, 1), (0, 2, 2), (1, 2, 2), (0, 2, 1), (0, 1, 2), (0, 1, 2), (0, 1, 0), (0, 2, 1), (0, 2, 2)]","[69561, 11369, 68947, 14555, 68945, 36134, 5566, 3720, 37533, 69401, 28273, 60023, 69388, 7355, 47383, 47273, 64872, 44125, 20793, 49624, 20791, 20796, 16079, 29524, 15175, 19595, 20795, 20792, 63512, 2304]","[2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 1, 3, 3, 2, 0, 1, 2, 2, 3, 3, 3, 0, 3, 2]","[[0, 1, 2], [0, 3, 0], [0, 1, 2], [0, 0, 3], [1, 1, 1], [0, 1, 2], [0, 0, 3], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 0, 3], [1, 0, 2], [1, 2, 0], [1, 1, 1], [1, 1, 1], [0, 0, 3], [2, 0, 1], [0, 2, 1], [1, 0, 2], [0, 1, 2], [1, 1, 1], [1, 1, 1], [1, 1, 1], [2, 1, 0], [1, 1, 1], [1, 0, 2]]"
